insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(72000,'1984',2020,'청운동','청운빌라',10,16,144.36,'4-35',11110,2,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(25150,'2020',2020,'본오동','청송빌',10,13,77.44,'746-3',41271,2,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(17150,'2020',2020,'본오동','청송빌',10,13,48.12,'746-3',41271,5,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(12500,'2013',2020,'본오동','(680-0)',10,14,47.92,'680',41271,4,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(21200,'2020',2020,'본오동','본오그랑빌',10,15,64.635,'773-5',41271,2,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(20600,'2020',2020,'본오동','본오그랑빌',10,15,64.635,'773-5',41271,2,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(21800,'2020',2020,'본오동','본오그랑빌',10,15,64.635,'773-5',41271,3,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(21300,'2020',2020,'본오동','본오그랑빌',10,15,64.635,'773-5',41271,3,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(21800,'2020',2020,'본오동','본오그랑빌',10,15,64.635,'773-5',41271,4,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(21300,'2020',2020,'본오동','본오그랑빌',10,15,64.635,'773-5',41271,4,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(19050,'2020',2020,'본오동','본오그랑빌',10,15,51.891,'773-5',41271,5,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(22450,'2020',2020,'본오동','본오그랑빌',10,15,64.635,'773-5',41271,5,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(9400,'1995',2020,'본오동','(837-2)',10,15,45.66,'837-2',41271,2,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(12350,'2019',2020,'본오동','(1123-4)',10,15,29.25,'1123-4',41271,2,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(15800,'2019',2020,'본오동','(1123-4)',10,15,45.2125,'1123-4',41271,2,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(10050,'2019',2020,'본오동','(1123-4)',10,15,25.875,'1123-4',41271,2,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(12640,'2019',2020,'본오동','(1123-4)',10,15,29.9075,'1123-4',41271,2,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(12350,'2019',2020,'본오동','(1123-4)',10,15,29.25,'1123-4',41271,3,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(15800,'2019',2020,'본오동','(1123-4)',10,15,45.2125,'1123-4',41271,3,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(10050,'2019',2020,'본오동','(1123-4)',10,15,25.875,'1123-4',41271,3,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(12760,'2019',2020,'본오동','(1123-4)',10,15,29.9075,'1123-4',41271,3,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(12350,'2019',2020,'본오동','(1123-4)',10,15,29.25,'1123-4',41271,4,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(15800,'2019',2020,'본오동','(1123-4)',10,15,45.2125,'1123-4',41271,4,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(10050,'2019',2020,'본오동','(1123-4)',10,15,25.875,'1123-4',41271,4,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(12640,'2019',2020,'본오동','(1123-4)',10,15,29.9075,'1123-4',41271,4,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(12360,'2019',2020,'본오동','(1123-4)',10,15,29.62,'1123-4',41271,5,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(40000,'2019',2020,'본오동','(1123-4)',10,15,88.495,'1123-4',41271,5,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(16500,'2013',2020,'본오동','크리스탈타운(802-7)',10,17,65.79,'802-7',41271,4,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(8000,'1995',2020,'본오동','(911-0)',10,18,39.77,'911',41271,1,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(22550,'2020',2020,'본오동','라인캐슬',10,19,69.57,'973-9',41271,3,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(22100,'2020',2020,'본오동','라인캐슬',10,19,69.57,'973-9',41271,2,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(22300,'2020',2020,'본오동','라인캐슬',10,19,69.57,'973-9',41271,2,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(22300,'2020',2020,'본오동','라인캐슬',10,19,69.57,'973-9',41271,3,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(22300,'2020',2020,'본오동','라인캐슬',10,19,69.57,'973-9',41271,4,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(22550,'2020',2020,'본오동','라인캐슬',10,19,69.57,'973-9',41271,4,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(17500,'2014',2020,'본오동','아르보빌4차',10,19,57.11,'932-13',41271,4,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(15000,'2007',2020,'본오동','왕성빌리지',10,19,74.64,'926',41271,3,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(25400,'2020',2020,'본오동','라인캐슬',10,19,69.57,'973-9',41271,5,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(21500,'2016',2020,'본오동','롯데캐슬',10,19,58.055,'1132-5',41271,4,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(17900,'2015',2020,'본오동','삼성쉐르빌',10,19,72.85,'803-6',41271,3,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(25600,'2020',2020,'본오동','라인캐슬',10,19,69.57,'973-9',41271,5,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(14500,'2001',2020,'본오동','상록아트빌',10,19,71.97,'1121-3',41271,4,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(14500,'2010',2020,'본오동','우정맨션B동',10,19,78.24,'840-3',41271,5,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(15000,'2002',2020,'본오동','(872-16)',10,19,80.65,'872-16',41271,4,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(16300,'2001',2020,'본오동','정주빌딩',10,19,95.05,'880-10',41271,5,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(17000,'2013',2020,'본오동','빌리브',10,19,66.54,'984-7',41271,3,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(12900,'2017',2020,'본오동','풍경채A,B동',10,20,36.4,'853-9',41271,2,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(17700,'2015',2020,'본오동','대덕타운',10,21,48.28,'919-2',41271,3,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(16500,'2015',2020,'본오동','서원아트빌B동',10,21,82.17,'732-10',41271,2,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(12500,'2003',2020,'본오동','청보아너스빌',10,22,62.17,'934-9',41271,4,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(14000,'2003',2020,'본오동','성은빌라',10,23,66.86,'790-1',41271,3,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(11500,'2002',2020,'본오동','상록3차',10,24,58.57,'972-5',41271,1,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(16200,'2013',2020,'본오동','아모르빌',10,24,74.3,'949-14',41271,4,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(16850,'2020',2020,'본오동','(897-1)',10,26,50.54,'897-1',41271,5,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(22000,'2020',2020,'본오동','(897-1)',10,26,66.42,'897-1',41271,4,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(21600,'2020',2020,'본오동','(897-1)',10,26,66.42,'897-1',41271,4,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(22000,'2020',2020,'본오동','(897-1)',10,26,66.42,'897-1',41271,3,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(21600,'2020',2020,'본오동','(897-1)',10,26,66.42,'897-1',41271,3,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(21400,'2020',2020,'본오동','(897-1)',10,26,66.42,'897-1',41271,2,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(20950,'2020',2020,'본오동','(897-1)',10,26,66.42,'897-1',41271,2,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(16000,'2011',2020,'본오동','동원아트빌(834-7)',10,26,69.15,'834-7',41271,5,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(20950,'2020',2020,'본오동','(897-1)',10,26,66.42,'897-1',41271,5,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(5000,'1994',2020,'본오동','(820-7)',10,27,37.52,'820-7',41271,-1,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(9450,'1995',2020,'본오동','(1112-24)',10,31,38.38,'1112-24',41271,2,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(10100,'2001',2020,'팔곡이동','그린타워빌 1차',10,8,75.1,'424-7',41271,4,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(11300,'2011',2020,'팔곡이동','GS그린빌',10,18,57.7225,'404-14',41271,4,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(18800,'2017',2020,'팔곡이동','스타빌B동(429-15)',10,28,65.12,'429-15',41271,3,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(14900,'2015',2020,'부곡동','산들하임',10,3,66.565,'683-5',41271,2,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(12800,'2003',2020,'부곡동','진주아트빌(667-5)',10,4,78.39,'667-5',41271,4,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(15700,'2014',2020,'부곡동','가온팰리스(607-7)',10,5,74.175,'607-7',41271,4,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(16500,'2012',2020,'부곡동','혜성아트빌',10,6,72.18,'682-2',41271,4,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(13900,'2002',2020,'부곡동','덕진아트빌A',10,6,75.5,'679-2',41271,3,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(22000,'2019',2020,'부곡동','모아빌',10,8,72.29,'610-10',41271,2,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(13400,'2001',2020,'부곡동','한진파크빌',10,8,65.82,'549-6',41271,3,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(13300,'2001',2020,'부곡동','자연쎈스빌',10,8,59.795,'729-5',41271,4,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(8500,'2001',2020,'부곡동','다정하이츠빌라(684-11)',10,8,48.79,'684-11',41271,2,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(24000,'2015',2020,'부곡동','부용캐슬(636-9)',10,16,82.29,'636-9',41271,4,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(23000,'2020',2020,'부곡동','해인하우스',10,19,71.97,'668-11',41271,2,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(23450,'2020',2020,'부곡동','해인하우스',10,19,71.97,'668-11',41271,3,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(23450,'2020',2020,'부곡동','해인하우스',10,19,71.97,'668-11',41271,3,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(21900,'2020',2020,'부곡동','해인하우스',10,19,60.51,'668-11',41271,4,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(21300,'2020',2020,'부곡동','해인하우스',10,19,58.9,'668-11',41271,4,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(19100,'2020',2020,'부곡동','해인하우스',10,19,52.7,'668-11',41271,5,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(12600,'2002',2020,'부곡동','조은빌라나동',10,19,74.63,'737-14',41271,3,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(18000,'2015',2020,'부곡동','신지하우스',10,19,66.705,'697-4',41271,4,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(10000,'2004',2020,'부곡동','재민하이츠빌라B',10,19,76.53,'725-13',41271,4,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(13500,'2007',2020,'부곡동','예인빌리지1차',10,19,71.35,'599-2',41271,2,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(23000,'2020',2020,'부곡동','해인하우스',10,19,71.97,'668-11',41271,2,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(19200,'2020',2020,'부곡동','해인하우스',10,19,53.15,'668-11',41271,5,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(11900,'2004',2020,'부곡동','재민하이츠빌라B',10,21,91.2,'725-13',41271,1,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(10000,'2002',2020,'부곡동','시랑파크빌(718-4)',10,21,66.89,'718-4',41271,1,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(9800,'2002',2020,'부곡동','대동빌라',10,22,59.82,'647-2',41271,2,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(9500,'2001',2020,'부곡동','아트하이츠빌라',10,22,58.06,'682-4',41271,1,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(13400,'2010',2020,'부곡동','창원그린빌10동',10,23,72.645,'672-25',41271,4,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(15400,'2015',2020,'부곡동','가온팰리스(734-15)',10,24,71.55,'734-15',41271,5,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(11300,'2002',2020,'부곡동','현대하이빌2차',10,31,59.61,'613-1',41271,1,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(13350,'2006',2020,'월피동','삼성(463-19)',10,5,74.51,'463-19',41271,1,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(13200,'2014',2020,'월피동','이룸아트빌',10,7,62.71,'493-2',41271,4,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(20000,'2010',2020,'월피동','타워팰리스11차',10,7,83.28,'524-10',41271,2,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(7650,'2001',2020,'월피동','신은그레이스빌',10,7,56.49,'479-2',41271,-1,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(13800,'2004',2020,'월피동','거산',10,16,77.425,'463-11',41271,3,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(13500,'2001',2020,'월피동','나영빌라(526-0)',10,16,74.34,'526',41271,2,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(15900,'2017',2020,'월피동','청담팰리스',10,20,65.35,'488-4',41271,3,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(16000,'2007',2020,'월피동','홍익타운3차',10,20,77.03,'436-1',41271,4,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(19500,'2014',2020,'월피동','로하스빌',10,22,72.165,'502-5',41271,2,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(8500,'2001',2020,'월피동','한라하이츠빌라3차',10,22,59.56,'463-13',41271,-1,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(16500,'2012',2020,'월피동','비타민하우스',10,23,80.98,'501-10',41271,3,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(15100,'2011',2020,'월피동','그랜드캐슬(486-14)',10,24,75.9,'486-14',41271,2,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(13700,'2011',2020,'월피동','삼성아트빌(518-6)',10,25,67.585,'518-6',41271,4,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(14900,'2008',2020,'월피동','리버빌5차',10,26,77.25,'456-3',41271,2,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(12800,'2001',2020,'월피동','백송그린빌(434-39)',10,30,73.98,'434-39',41271,1,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(10000,'2011',2020,'월피동','삼성아트빌(518-6)',10,31,45.845,'518-6',41271,4,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(6700,'1992',2020,'팔곡일동','영동빌라(2동,3동',10,12,39.89,'261-13',41271,2,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(10000,'1990',2020,'팔곡일동','현준주택(4동,6동)',10,13,35.66,'265-22',41271,1,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(16500,'1994',2020,'팔곡일동','대환빌라',10,22,55.44,'266-5',41271,1,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(7000,'1993',2020,'팔곡일동','화성빌라A',10,26,46.98,'261-17',41271,2,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(7000,'1991',2020,'건건동','성원타운라',10,8,38.295,'913-18',41271,3,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(14800,'2003',2020,'건건동','진아타운3차101동',10,9,59.98,'909-1',41271,3,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(8430,'1992',2020,'건건동','남광빌라',10,9,40.9,'658',41271,1,0,false,true);
